Id,Target,CellLine
21453_1248_B6_4,25,A-431
21453_1139_E1_1,25,A549
21453_1139_E1_4,25,A549
21453_1132_E1_1,25,U-2 OS
21453_1132_E1_2,25,U-2 OS
2969_1787_H4_7_cr5968c4f251dc0,25 21,RPTEC TERT1
2969_1787_H4_24_cr5968c4f252599,25 21,RPTEC TERT1
2969_92_D4_3,25 21,U-2 OS
2969_92_D4_4,25 21,U-2 OS
2969_77_D4_1,25 21,U-251 MG
2969_77_D4_2,25 21,U-251 MG
21882_190_C3_1,25,A-431
21882_190_C3_2,25,A-431
21882_191_C3_1,25,U-2 OS
21882_191_C3_2,25,U-2 OS
21882_189_C3_1,25,U-251 MG
21882_189_C3_2,25,U-251 MG
22934_190_C2_1,7 0,A-431
22934_190_C2_2,7 0,A-431
22934_191_C2_1,7 0,U-2 OS
22934_191_C2_2,7 0,U-2 OS
22934_189_C2_1,7 0,U-251 MG
22934_189_C2_2,7 0,U-251 MG
23434_193_D10_1,7 0,A-431
23434_193_D10_2,7 0,A-431
23434_194_D10_1,7 0,U-2 OS
23434_194_D10_2,7 0,U-2 OS
23434_192_D10_1,7 0,U-251 MG
23434_192_D10_2,7 0,U-251 MG
44914_563_F1_1,25 0,A-431
44914_563_F1_2,25 0,A-431
44914_1749_E4_13_cr5804baa8c3142,25 0,ASC TERT1
44914_1749_E4_18_cr5804bab353444,25 0,ASC TERT1
44914_566_F1_1,25 0,U-2 OS
44914_566_F1_2,25 0,U-2 OS
67052_1572_G11_4,6,PC-3
67052_1572_G11_6,6,PC-3
11571_640_F2_3,25 17,A-431
11571_640_F2_4,25 17,A-431
11571_642_F2_1,25 17,U-2 OS
11571_642_F2_2,25 17,U-2 OS
11571_641_F2_1,25 17,U-251 MG
11571_641_F2_2,25 17,U-251 MG
17155_623_C4_1,25 17,A-431
17155_623_C4_2,25 17,A-431
17155_620_C4_1,25 17,U-2 OS
17155_620_C4_2,25 17,U-2 OS
17155_627_C4_1,25 17,U-251 MG
17155_627_C4_2,25 17,U-251 MG
59143_1029_B6_5,25 17,A-431
59143_1029_B6_6,25 17,A-431
59143_1772_H6_4,25 17,U-2 OS
59143_1772_H6_6,25 17,U-2 OS
59143_1009_B6_1,25 17,U-251 MG
59143_1009_B6_2,25 17,U-251 MG
44415_1356_A3_3,0,MCF7
44415_1356_A3_6,0,MCF7
44415_498_D8_1,0,U-2 OS
44415_501_D8_1,0,U-251 MG
44415_501_D8_2,0,U-251 MG
57289_963_F6_1,2,MCF7
57289_963_F6_3,2,MCF7
57289_1432_C8_5,2,PC-3
57289_1432_C8_6,2,PC-3
57289_968_F6_3,2,U-2 OS
57289_968_F6_4,2,U-2 OS
12897_99_H5_1,23,U-2 OS
12897_99_H5_2,23,U-2 OS
59539_1368_F1_1,25 0,BJ
59539_1368_F1_4,25 0,BJ
59539_1164_D6_2,25 0,SiHa
59539_1164_D6_3,25 0,SiHa
59539_1174_D6_3,25 0,U-2 OS
59539_1174_D6_4,25 0,U-2 OS
28937_271_D4_2,3 0,A-431
28937_271_D4_1,3 0,A-431
28937_272_D4_1,3 0,U-2 OS
28937_272_D4_2,3 0,U-2 OS
28937_270_D4_2,3 0,U-251 MG
28937_270_D4_1,3 0,U-251 MG
4479_60_E12_1,23,A-431
4479_60_E12_2,23,A-431
4479_1_H9_1,23,U-2 OS
4479_1_H9_2,23,U-2 OS
4479_3_H9_1,23,U-251 MG
4479_3_H9_2,23,U-251 MG
29561_990_F1_1,23 0,A549
29561_990_F1_4,23 0,A549
29561_322_E8_2,23 0,U-2 OS
29561_322_E8_3,23 0,U-2 OS
29561_934_B1_4,23 0,NIH 3T3
29561_934_B1_7,23 0,NIH 3T3
15464_943_G1_1,25,U-2 OS
15464_943_G1_2,25,U-2 OS
15464_951_G1_1,25,U-251 MG
15464_951_G1_2,25,U-251 MG
40602_415_H9_1,7,A-431
40602_415_H9_2,7,A-431
40602_411_H9_1,7,U-2 OS
40602_411_H9_2,7,U-2 OS
40602_416_H9_1,7,U-251 MG
40602_416_H9_2,7,U-251 MG
65505_1233_G6_3,2 21,SH-SY5Y
65505_1233_G6_4,2 21,SH-SY5Y
65505_1279_A2_1,2 21,SK-MEL-30
65505_1279_A2_2,2 21,SK-MEL-30
65505_1236_G6_1,2 21,U-2 OS
65505_1236_G6_2,2 21,U-2 OS
40709_413_D7_1,25 0,A-431
40709_413_D7_2,25 0,A-431
40709_417_D7_1,25 0,U-2 OS
40709_417_D7_3,25 0,U-2 OS
40709_420_D7_1,25 0,U-251 MG
40709_420_D7_2,25 0,U-251 MG
43401_558_H9_1,25 0,A-431
43401_558_H9_2,25 0,A-431
43401_518_H9_1,25 0,U-251 MG
43401_518_H9_2,25 0,U-251 MG
44218_1026_D7_2,23 2,CACO-2
44218_1026_D7_3,23 2,CACO-2
44218_771_B2_1,23 2,U-2 OS
44218_771_B2_2,23 2,U-2 OS
44218_697_E5_1,23 2,NIH 3T3
44218_697_E5_2,23 2,NIH 3T3
53966_823_C5_1,2,CACO-2
53966_823_C5_3,2,CACO-2
53966_965_D5_3,2,MCF7
53966_965_D5_4,2,MCF7
53966_833_D5_1,2,U-2 OS
53966_833_D5_2,2,U-2 OS
53966_904_G2_4,2,NIH 3T3
53966_904_G2_6,2,NIH 3T3
56028_1026_G1_3,2,CACO-2
56028_1026_G1_4,2,CACO-2
56028_957_G7_1,2,MCF7
56028_957_G7_2,2,MCF7
56028_966_G7_3,2,U-2 OS
56028_966_G7_4,2,U-2 OS
56028_936_D3_3,2,NIH 3T3
56028_936_D3_6,2,NIH 3T3
57088_1144_H4_1,0,Hep G2
57088_1144_H4_2,0,Hep G2
57088_1001_C3_1,0,U-2 OS
57088_1001_C3_2,0,U-2 OS
57088_992_C3_1,0,U-251 MG
57088_992_C3_2,0,U-251 MG
23286_237_A7_1,25 4,A-431
23286_237_A7_2,25 4,A-431
23286_268_A7_1,25 4,U-2 OS
23286_268_A7_2,25 4,U-2 OS
23286_236_A7_1,25 4,U-251 MG
23286_236_A7_2,25 4,U-251 MG
23026_394_H5_1,25 5 0,A-431
23026_394_H5_2,25 5 0,A-431
23026_395_H5_1,25 5 0,U-2 OS
23026_395_H5_2,25 5 0,U-2 OS
23026_399_H5_1,25 5 0,U-251 MG
23026_399_H5_2,25 5 0,U-251 MG
29928_271_F5_2,25 5 0,A-431
29928_271_F5_1,25 5 0,A-431
29928_272_F5_1,25 5 0,U-2 OS
29928_272_F5_2,25 5 0,U-2 OS
29928_270_F5_1,25 5 0,U-251 MG
29928_270_F5_2,25 5 0,U-251 MG
11954_1399_D12_1,22,Hep G2
11954_1399_D12_2,22,Hep G2
12852_1731_D2_8_cr57ee2c1feafa8,22,CACO-2
12852_1731_D2_18_cr57ee2c287c8ae,22,CACO-2
12852_1404_A3_1,22,Hep G2
12852_1404_A3_3,22,Hep G2
12852_104_G8_1,22,U-2 OS
12852_104_G8_2,22,U-2 OS
44505_1677_H3_1,25 18,REH
44505_1677_H3_4,25 18,REH
44505_1688_H3_31,25 18,U-2 OS
44505_1688_H3_32,25 18,U-2 OS
52412_1677_D7_1,25 18,REH
52412_1677_D7_2,25 18,REH
52412_1688_D7_8_cr57f3f0aa6814e,25 18,U-2 OS
52412_1688_D7_18_cr57f3f0b36c47c,25 18,U-2 OS
39238_651_H2_1,0,A-431
39238_651_H2_2,0,A-431
39238_652_H2_1,0,U-2 OS
39238_652_H2_2,0,U-2 OS
39238_656_H2_1,0,U-251 MG
39238_656_H2_2,0,U-251 MG
51244_799_F7_1,0,A-431
51244_799_F7_2,0,A-431
51244_792_F7_1,0,U-251 MG
51244_792_F7_2,0,U-251 MG
51244_si3_H5_1,0,U-2 OS
51244_si3_H5_3,0,U-2 OS
51244_si3_H5_5,0,U-2 OS
51244_si3_H5_7,0,U-2 OS
51244_si3_H6_2,0,U-2 OS
51244_si3_H6_3,0,U-2 OS
51244_si3_H6_5,0,U-2 OS
51244_si3_H6_7,0,U-2 OS
22974_222_F10_1,14,A-431
22974_222_F10_2,14,A-431
22974_248_F10_1,14,U-2 OS
22974_248_F10_2,14,U-2 OS
22974_221_F10_1,14,U-251 MG
22974_221_F10_2,14,U-251 MG
10005_921_B9_1,25,A-431
10005_921_B9_2,25,A-431
10005_931_B9_1,25,U-2 OS
10005_931_B9_2,25,U-2 OS
10005_923_B9_1,25,U-251 MG
10005_923_B9_2,25,U-251 MG
21451_222_E10_2,1 21,A-431
21451_222_E10_4,1 21,A-431
21451_221_E10_1,1 21,U-251 MG
21451_221_E10_2,1 21,U-251 MG
21878_190_D3_1,0,A-431
21878_190_D3_2,0,A-431
21878_191_D3_1,0,U-2 OS
21878_191_D3_2,0,U-2 OS
21878_189_D3_1,0,U-251 MG
21878_189_D3_2,0,U-251 MG
15410_948_A5_5,3,A-431
15410_948_A5_7,3,A-431
15410_943_A5_2,3,U-2 OS
15410_943_A5_3,3,U-2 OS
15410_951_A5_1,3,U-251 MG
15410_951_A5_2,3,U-251 MG
21989_187_F12_1,2 0,A-431
21989_187_F12_2,2 0,A-431
21989_188_F12_1,2 0,U-2 OS
21989_188_F12_2,2 0,U-2 OS
21989_246_F12_1,2 0,U-251 MG
21989_246_F12_2,2 0,U-251 MG
27838_335_F4_1,2 0,A-431
27838_335_F4_2,2 0,A-431
27838_322_F4_1,2 0,U-2 OS
27838_322_F4_2,2 0,U-2 OS
27838_327_F4_1,2 0,U-251 MG
27838_327_F4_2,2 0,U-251 MG
56172_919_D1_1,0,A-431
56172_919_D1_2,0,A-431
56172_914_D1_1,0,U-2 OS
56172_914_D1_2,0,U-2 OS
56172_913_D1_1,0,U-251 MG
56172_913_D1_2,0,U-251 MG
56172_930_G8_1,0,NIH 3T3
56172_930_G8_2,0,NIH 3T3
53006_871_H1_1,2,HeLa
53006_871_H1_2,2,HeLa
53006_1208_E5_2,2,MCF7
53006_1208_E5_4,2,MCF7
53006_833_C7_1,2,U-2 OS
53006_833_C7_3,2,U-2 OS
13514_637_D12_5,25 10 0,U-2 OS
13514_637_D12_6,25 10 0,U-2 OS
13514_636_D12_1,25 10 0,U-251 MG
13514_636_D12_2,25 10 0,U-251 MG
64306_1139_D12_2,25 10 0,A549
64306_1139_D12_3,25 10 0,A549
64306_1192_D3_2,25 10 0,PC-3
64306_1192_D3_4,25 10 0,PC-3
64306_1132_D12_3,25 10 0,U-2 OS
64306_1132_D12_4,25 10 0,U-2 OS
27523_219_C12_1,0,A-431
27523_219_C12_2,0,A-431
27523_220_C12_1,0,U-2 OS
27523_220_C12_2,0,U-2 OS
27523_218_C12_1,0,U-251 MG
27523_218_C12_2,0,U-251 MG
21575_187_F10_1,25 0,A-431
21575_187_F10_2,25 0,A-431
21575_188_F10_1,25 0,U-2 OS
21575_188_F10_2,25 0,U-2 OS
21575_246_F10_1,25 0,U-251 MG
21575_246_F10_2,25 0,U-251 MG
21578_193_G1_1,25 0,A-431
21578_193_G1_2,25 0,A-431
21578_192_G1_1,25 0,U-251 MG
21578_192_G1_2,25 0,U-251 MG
64820_1273_G12_1,25 0,HEK 293
64820_1273_G12_2,25 0,HEK 293
64820_1215_G2_2,25 0,MCF7
64820_1215_G2_4,25 0,MCF7
64820_1209_G2_1,25 0,U-2 OS
64820_1209_G2_2,25 0,U-2 OS
31462_319_H3_1,0,A-431
31462_319_H3_2,0,A-431
31462_320_H3_1,0,U-2 OS
31462_320_H3_2,0,U-2 OS
31462_340_H3_1,0,U-251 MG
31462_340_H3_2,0,U-251 MG
21991_394_F5_1,7,A-431
21991_394_F5_2,7,A-431
21991_395_F5_1,7,U-2 OS
21991_395_F5_2,7,U-2 OS
21991_399_F5_1,7,U-251 MG
21991_399_F5_2,7,U-251 MG
24019_279_G7_2,16 18 14,A-431
24019_279_G7_1,16 18 14,A-431
24019_280_G7_2,16 18 14,U-2 OS
24019_280_G7_1,16 18 14,U-2 OS
24019_278_G7_1,16 18 14,U-251 MG
24019_278_G7_2,16 18 14,U-251 MG
17886_150_B6_1,25 7,A-431
17886_150_B6_2,25 7,A-431
17886_151_B6_1,25 7,U-2 OS
17886_151_B6_2,25 7,U-2 OS
17886_149_B6_1,25 7,U-251 MG
17886_149_B6_2,25 7,U-251 MG
12021_1279_H2_1,5 0,SK-MEL-30
12021_1279_H2_2,5 0,SK-MEL-30
12021_912_E10_1,5 0,U-2 OS
12021_912_E10_2,5 0,U-2 OS
12021_911_E10_1,5 0,U-251 MG
12021_911_E10_2,5 0,U-251 MG
12021_930_G6_1,5 0,NIH 3T3
12021_930_G6_2,5 0,NIH 3T3
41615_486_G12_1,21,A-431
41615_486_G12_2,21,A-431
41615_1054_H2_1,21,HeLa
41615_1054_H2_2,21,HeLa
41615_490_G12_1,21,U-2 OS
41615_490_G12_2,21,U-2 OS
49187_733_B12_1,7,A-431
49187_733_B12_2,7,A-431
49187_721_B12_1,7,MCF7
49187_721_B12_2,7,MCF7
49187_727_B12_1,7,U-2 OS
49187_727_B12_2,7,U-2 OS
49187_682_G10_1,7,NIH 3T3
49187_682_G10_2,7,NIH 3T3
66483_1213_A10_1,25,SH-SY5Y
66483_1213_A10_2,25,SH-SY5Y
66483_1279_B8_1,25,SK-MEL-30
66483_1279_B8_3,25,SK-MEL-30
66483_1235_A10_2,25,U-2 OS
66483_1235_A10_3,25,U-2 OS
9017_921_F1_1,0,A-431
9017_921_F1_2,0,A-431
9017_931_F1_2,0,U-2 OS
9017_931_F1_3,0,U-2 OS
9017_923_F1_1,0,U-251 MG
9017_923_F1_2,0,U-251 MG
68850_1715_A5_8_cr57fd2701ec147,0,HaCaT
68850_1715_A5_13_cr57fd270a984ad,0,HaCaT
68850_1283_D11_3,0,HeLa
68850_1283_D11_4,0,HeLa
68850_1286_D11_7,0,U-2 OS
68850_1286_D11_9,0,U-2 OS
19154_199_B7_1,19 25 0,A-431
19154_199_B7_2,19 25 0,A-431
19154_157_B7_1,19 25 0,U-2 OS
19154_157_B7_2,19 25 0,U-2 OS
19154_155_B7_1,19 25 0,U-251 MG
19154_155_B7_2,19 25 0,U-251 MG
47976_1717_E2_8_cr57f4f213f4077,25 21,A-431
47976_1717_E2_23_cr57f4f22680687,25 21,A-431
47976_1581_E6_1,25 21,HEK 293
47976_1581_E6_3,25 21,HEK 293
47976_1746_G2_1,25 21,PC-3
47976_1746_G2_2,25 21,PC-3
40943_555_C1_1,25 2,A-431
40943_555_C1_2,25 2,A-431
40943_504_C1_1,25 2,U-2 OS
40943_504_C1_2,25 2,U-2 OS
40943_506_C1_1,25 2,U-251 MG
40943_506_C1_2,25 2,U-251 MG
16492_134_C3_1,25 1 0,A-431
16492_134_C3_2,25 1 0,A-431
16492_135_C3_1,25 1 0,U-2 OS
16492_135_C3_2,25 1 0,U-2 OS
16492_133_C3_1,25 1 0,U-251 MG
16492_133_C3_2,25 1 0,U-251 MG
1060_169_D12_1,25 21,U-251 MG
1060_169_D12_2,25 21,U-251 MG
1338_201_D3_1,25 21,A-431
1338_201_D3_2,25 21,A-431
1338_202_D3_1,25 21,U-2 OS
1338_202_D3_2,25 21,U-2 OS
1338_200_D3_1,25 21,U-251 MG
1338_200_D3_2,25 21,U-251 MG
73538_1348_A2_2,21,HeLa
73538_1348_A2_4,21,HeLa
73538_1349_A2_2,21,MCF7
73538_1349_A2_5,21,MCF7
73538_1350_A2_6,21,U-2 OS
73538_1350_A2_7,21,U-2 OS
17288_138_A10_1,0,A-431
17288_138_A10_2,0,A-431
17288_1044_F4_2,0,HeLa
17288_1044_F4_3,0,HeLa
17288_139_A10_1,0,U-2 OS
17288_139_A10_2,0,U-2 OS
41324_1537_E1_2,25 1,Hep G2
41324_1537_E1_3,25 1,Hep G2
41324_1443_G1_1,25 1,PC-3
41324_1443_G1_2,25 1,PC-3
41324_1479_G1_1,25 1,U-2 OS
41324_1479_G1_2,25 1,U-2 OS
71902_1743_B9_8_cr57ff7a03266fd,6,BJ
71902_1743_B9_13_cr57ff7a0caf357,6,BJ
71902_1436_E6_1,6,U-2 OS
71902_1436_E6_3,6,U-2 OS
41662_1293_B8_1,25 23,Hep G2
41662_1293_B8_4,25 23,Hep G2
41662_1081_F12_1,25 23,MCF7
41662_1081_F12_2,25 23,MCF7
41662_1057_B4_1,25 23,U-2 OS
41662_1057_B4_2,25 23,U-2 OS
15055_172_B11_1,0,A-431
15055_172_B11_2,0,A-431
15055_123_B11_1,0,U-2 OS
15055_123_B11_2,0,U-2 OS
15055_121_B11_1,0,U-251 MG
15055_121_B11_2,0,U-251 MG
61646_1080_H5_1,0,MCF7
61646_1080_H5_2,0,MCF7
61646_1210_B11_1,0,PC-3
61646_1210_B11_3,0,PC-3
61646_1102_H5_2,0,U-2 OS
61646_1102_H5_3,0,U-2 OS
52625_785_A8_1,3,HeLa
52625_785_A8_2,3,HeLa
52625_868_G4_1,3,MCF7
52625_868_G4_2,3,MCF7
52625_783_A8_1,3,U-2 OS
52625_783_A8_3,3,U-2 OS
52625_915_D12_1,3,NIH 3T3
52625_915_D12_2,3,NIH 3T3
55540_886_F5_1,23,A-431
55540_886_F5_2,23,A-431
55540_878_A6_1,23,A549
55540_878_A6_2,23,A549
55540_873_A6_1,23,U-2 OS
55540_873_A6_2,23,U-2 OS
29255_1060_A4_1,5 0,HeLa
29255_1060_A4_3,5 0,HeLa
29255_1105_A4_1,5 0,U-2 OS
29255_1105_A4_2,5 0,U-2 OS
29256_1060_E7_3,5 0,HeLa
29256_1060_E7_4,5 0,HeLa
29256_1178_G7_3,5 0,SiHa
29256_1178_G7_4,5 0,SiHa
29256_1105_E7_1,5 0,U-2 OS
29256_1105_E7_2,5 0,U-2 OS
30047_296_F5_2,23 2,A-431
30047_296_F5_1,23 2,A-431
30047_297_F5_2,23 2,U-2 OS
30047_297_F5_1,23 2,U-2 OS
30047_295_F5_2,23 2,U-251 MG
30047_295_F5_1,23 2,U-251 MG
16565_131_H10_1,25 7,A-431
16565_131_H10_2,25 7,A-431
16565_164_H10_1,25 7,U-251 MG
16565_164_H10_2,25 7,U-251 MG
63622_1220_A9_7,25 7,SH-SY5Y
63622_1220_A9_10,25 7,SH-SY5Y
63622_1201_E11_1,25 7,U-2 OS
63622_1201_E11_2,25 7,U-2 OS
1864_27_D4_1,25,A-431
1864_27_D4_2,25,A-431
1864_26_D4_1,25,U-2 OS
1864_26_D4_2,25,U-2 OS
41885_558_E6_1,7 0,A-431
41885_558_E6_2,7 0,A-431
41885_530_E6_2,7 0,U-2 OS
41885_530_E6_3,7 0,U-2 OS
41885_518_E6_1,7 0,U-251 MG
41885_518_E6_2,7 0,U-251 MG
21485_234_C11_1,25,A-431
21485_234_C11_2,25,A-431
21485_235_C11_1,25,U-2 OS
21485_235_C11_2,25,U-2 OS
21485_535_C11_1,25,U-251 MG
21485_535_C11_2,25,U-251 MG
21485_si17_H10_2,25,U-2 OS
21485_si17_H10_3,25,U-2 OS
21485_si17_H12_2,25,U-2 OS
21485_si17_H12_3,25,U-2 OS
62846_1230_H5_1,25 0,MCF7
62846_1230_H5_2,25 0,MCF7
62846_1186_C12_1,25 0,PC-3
62846_1186_C12_2,25 0,PC-3
62846_1200_C12_1,25 0,U-2 OS
62846_1200_C12_2,25 0,U-2 OS
36059_380_F12_1,25,A-431
36059_380_F12_2,25,A-431
36059_382_F12_1,25,U-2 OS
36059_382_F12_2,25,U-2 OS
43320_558_B10_1,25 0 21,A-431
43320_558_B10_3,25 0 21,A-431
43320_530_B10_1,25 0 21,U-2 OS
43320_530_B10_2,25 0 21,U-2 OS
43320_518_B10_1,25 0 21,U-251 MG
43320_518_B10_2,25 0 21,U-251 MG
43572_813_E7_1,25 0 21,A-431
43572_813_E7_2,25 0 21,A-431
43572_758_E7_1,25 0 21,U-2 OS
43572_758_E7_2,25 0 21,U-2 OS
43572_754_E7_3,25 0 21,U-251 MG
43572_754_E7_5,25 0 21,U-251 MG
30637_572_A9_1,4,A-431
30637_572_A9_2,4,A-431
30637_564_A9_1,4,U-2 OS
30637_564_A9_2,4,U-2 OS
30637_587_A9_1,4,U-251 MG
30637_587_A9_2,4,U-251 MG
39383_517_G10_1,25,U-2 OS
39383_517_G10_2,25,U-2 OS
39383_520_G10_1,25,U-251 MG
39383_520_G10_2,25,U-251 MG
58829_1308_F6_2,25,HEK 293
58829_1308_F6_3,25,HEK 293
58829_1671_G10_3,25,U-2 OS
58829_1671_G10_6,25,U-2 OS
27295_1150_E1_3,0 21,RH-30
27295_1150_E1_8,0 21,RH-30
27295_1183_F1_1,0 21,SiHa
27295_1183_F1_2,0 21,SiHa
27295_564_E11_1,0 21,U-2 OS
27295_564_E11_2,0 21,U-2 OS
19142_198_B5_1,25,A-431
19142_198_B5_2,25,A-431
19142_154_B5_1,25,U-2 OS
19142_154_B5_2,25,U-2 OS
19142_152_B5_1,25,U-251 MG
19142_152_B5_2,25,U-251 MG
18015_173_H9_1,25,A-431
18015_173_H9_2,25,A-431
18015_168_H9_1,25,U-2 OS
18015_168_H9_2,25,U-2 OS
18015_140_H9_1,25,U-251 MG
18015_140_H9_2,25,U-251 MG
1401_30_D2_1,25 21,A-431
1401_30_D2_2,25 21,A-431
1401_29_D2_1,25 21,U-2 OS
1401_29_D2_2,25 21,U-2 OS
1401_31_D2_1,25 21,U-251 MG
1401_31_D2_2,25 21,U-251 MG
7029_19_G7_1,25 21,A-431
7029_19_G7_2,25 21,A-431
7029_17_G7_1,25 21,U-2 OS
7029_17_G7_2,25 21,U-2 OS
7029_18_G7_1,25 21,U-251 MG
7029_18_G7_2,25 21,U-251 MG
30920_1743_F10_13_cr57fe210e08ab0,25 21,BJ
30920_1743_F10_18_cr57fe211829aa4,25 21,BJ
30920_830_H5_2,25 21,U-2 OS
30920_830_H5_3,25 21,U-2 OS
30920_742_G11_1,25 21,U-251 MG
30920_742_G11_2,25 21,U-251 MG
23801_626_H4_1,25,A-431
23801_626_H4_2,25,A-431
23801_632_H4_1,25,U-2 OS
23801_632_H4_2,25,U-2 OS
23801_633_H4_1,25,U-251 MG
23801_633_H4_4,25,U-251 MG
55234_1700_E7_31,4,CACO-2
55234_1700_E7_32,4,CACO-2
55234_1712_D12_9_cr5804a2f3a5814,4,SiHa
55234_1712_D12_27_cr5804a2fd482ec,4,SiHa
55234_1737_D8_13_cr5806548119686,4,U-2 OS
55234_1737_D8_18_cr5806548a84e5f,4,U-2 OS
30976_571_D10_1,1,A-431
30976_571_D10_2,1,A-431
30976_1216_D10_1,1,PC-3
30976_1216_D10_5,1,PC-3
15015_172_H10_1,25,A-431
15015_172_H10_2,25,A-431
15015_123_H10_1,25,U-2 OS
15015_123_H10_2,25,U-2 OS
15015_121_H10_1,25,U-251 MG
15015_121_H10_2,25,U-251 MG
15015_352_D12_3,25,NIH 3T3
15015_352_D12_4,25,NIH 3T3
68995_1365_G10_1,3,A-431
68995_1365_G10_2,3,A-431
68995_1368_B3_3,3,BJ
68995_1368_B3_4,3,BJ
68995_1300_G10_1,3,U-2 OS
68995_1300_G10_2,3,U-2 OS
1462_60_E2_1,7,A-431
1462_60_E2_2,7,A-431
1462_59_E2_1,7,U-2 OS
1462_59_E2_2,7,U-2 OS
1462_61_E2_1,7,U-251 MG
1462_61_E2_2,7,U-251 MG
72065_1547_C10_1,23 0,A-431
72065_1547_C10_2,23 0,A-431
72065_1357_B10_2,23 0,MCF7
72065_1357_B10_3,23 0,MCF7
72065_1359_B10_1,23 0,U-2 OS
72065_1359_B10_2,23 0,U-2 OS
18334_144_D11_1,3,A-431
18334_144_D11_2,3,A-431
18334_145_D11_1,3,U-2 OS
18334_145_D11_2,3,U-2 OS
18334_143_D11_1,3,U-251 MG
18334_143_D11_2,3,U-251 MG
2891_39_F7_1,14,A-431
2891_39_F7_2,14,A-431
2891_38_F7_1,14,U-2 OS
2891_38_F7_2,14,U-2 OS
2891_40_F7_1,14,U-251 MG
2891_40_F7_2,14,U-251 MG
40203_415_H3_1,22 0,A-431
40203_415_H3_2,22 0,A-431
40203_1356_G2_1,22 0,MCF7
40203_1356_G2_2,22 0,MCF7
40203_411_H3_1,22 0,U-2 OS
40203_411_H3_2,22 0,U-2 OS
52075_865_D1_2,25,HEK 293
52075_865_D1_3,25,HEK 293
52075_767_H5_1,25,MCF7
52075_767_H5_2,25,MCF7
52075_779_H5_3,25,U-2 OS
52075_779_H5_4,25,U-2 OS
35266_956_A10_4,0,A-431
35266_956_A10_5,0,A-431
35266_1396_G8_5,0,RT4
35266_1396_G8_6,0,RT4
35266_954_A10_1,0,U-2 OS
35266_954_A10_2,0,U-2 OS
40223_1054_F11_1,25,HeLa
40223_418_D3_1,25,U-2 OS
40223_418_D3_2,25,U-2 OS
40223_429_D3_1,25,U-251 MG
40223_429_D3_3,25,U-251 MG
36772_1319_G2_4,2,A549
36772_1319_G2_5,2,A549
36772_1142_A4_1,2,Hep G2
36772_1142_A4_2,2,Hep G2
56098_919_G2_1,25 0,A-431
56098_919_G2_2,25 0,A-431
56098_914_G2_1,25 0,U-2 OS
56098_914_G2_2,25 0,U-2 OS
56098_913_G2_1,25 0,U-251 MG
56098_913_G2_2,25 0,U-251 MG
35140_378_F9_1,23 2,A-431
35140_378_F9_2,23 2,A-431
35140_376_F9_1,23 2,U-2 OS
35140_376_F9_2,23 2,U-2 OS
35140_383_F9_1,23 2,U-251 MG
35140_383_F9_2,23 2,U-251 MG
41858_489_B2_1,23 0,A-431
41858_489_B2_2,23 0,A-431
41858_492_B2_1,23 0,U-2 OS
41858_492_B2_4,23 0,U-2 OS
41858_484_B2_1,23 0,U-251 MG
41858_484_B2_2,23 0,U-251 MG
43561_824_B2_1,0,MCF7
43561_824_B2_2,0,MCF7
43561_978_B2_2,0,PC-3
43561_978_B2_3,0,PC-3
43561_884_B2_1,0,U-2 OS
43561_884_B2_2,0,U-2 OS
43561_687_G4_1,0,NIH 3T3
43561_687_G4_2,0,NIH 3T3
48073_824_E10_3,0,MCF7
48073_824_E10_4,0,MCF7
48073_978_E10_2,0,PC-3
48073_978_E10_3,0,PC-3
48073_884_E10_3,0,U-2 OS
48073_884_E10_4,0,U-2 OS
48073_695_G11_1,0,NIH 3T3
48073_695_G11_2,0,NIH 3T3
43563_1210_F1_3,5,PC-3
43563_1210_F1_4,5,PC-3
43563_1313_A3_3,5,U-2 OS
43563_1313_A3_5,5,U-2 OS
55674_1041_B7_1,22 0 21,CACO-2
55674_1041_B7_2,22 0 21,CACO-2
55674_1144_G10_1,22 0 21,Hep G2
55674_1144_G10_2,22 0 21,Hep G2
55674_996_B7_1,22 0 21,U-2 OS
55674_996_B7_2,22 0 21,U-2 OS
63656_1210_G12_1,25 0,PC-3
63656_1210_G12_3,25 0,PC-3
25807_671_C11_1,12 25 21,A-431
25807_671_C11_2,12 25 21,A-431
25807_669_C11_2,12 25 21,U-2 OS
25807_669_C11_3,12 25 21,U-2 OS
25807_666_C11_1,12 25 21,U-251 MG
25807_666_C11_2,12 25 21,U-251 MG
27093_231_D1_1,12 25 21,A-431
27093_231_D1_2,12 25 21,A-431
27093_232_D1_1,12 25 21,U-2 OS
27093_232_D1_2,12 25 21,U-2 OS
27093_230_D1_1,12 25 21,U-251 MG
27093_230_D1_2,12 25 21,U-251 MG
73309_1442_H9_2,0,PC-3
73309_1442_H9_3,0,PC-3
73309_1402_C9_2,0,RH-30
73309_1402_C9_4,0,RH-30
73309_1397_C9_2,0,U-2 OS
73309_1397_C9_3,0,U-2 OS
48111_1040_C5_1,3,HEK 293
48111_1040_C5_2,3,HEK 293
48111_1137_F7_2,3,MCF7
48111_1137_F7_3,3,MCF7
48111_1038_C5_1,3,U-2 OS
48111_1038_C5_2,3,U-2 OS
49719_723_D12_1,25 6 2,MCF7
49719_723_D12_2,25 6 2,MCF7
49719_711_D12_1,25 6 2,U-2 OS
49719_711_D12_2,25 6 2,U-2 OS
